#    B50    B100    B500
3600	4.545024507	4.577016461	5.139316515
5200	4.206369521	4.385850643	4.289219704
7000	3.765630394	3.698186829	3.451973075
8900	3.221638293	3.183775827	2.703767558
11100	2.573900145	2.603221365	1.997426074
14150	2.012121416	1.975088587	1.254204498
19000	1.749995902	1.688541778	0.773202217
