#    B50    B100    B500
3600	0.05743304	0.063151942	0.0689335
5200	0.06252385	0.068384872	0.085751163
7000	0.066840554	0.075129825	0.103767201
8900	0.072376929	0.078708065	0.123482056
11100	0.082795729	0.084618598	0.152338684
14150	0.104057277	0.103802004	0.239411036
19000	0.12352357	0.124341956	0.45290941

